# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0.61
# for k=1.05479e-05 to 107.685 h/Mpc,
# number of wavenumbers equal to 584
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       1.331912466722e+00       7.472177582422e+01      -3.166599765518e+01      -2.087338329957e+03       8.575471760172e+01      -6.200427725564e+01      -1.057635687036e+02       8.217540609636e+01      -9.012993631248e+01       1.785014056244e+01 
       1.673534804888e+00       5.479402348899e+01      -2.902871704976e+01      -2.138756735181e+03       6.280433962928e+01      -4.503574629207e+01      -7.529021382800e+01       5.872163742106e+01      -6.230678267780e+01       1.036473278795e+01 
       2.106789535481e+00       3.660216538426e+01      -2.635356747423e+01      -2.176715056067e+03       4.481889863742e+01      -3.189763369395e+01      -5.237758245822e+01       4.098246720258e+01      -4.223859067562e+01       5.937404131157e+00 
       2.652290617903e+00       1.846598728325e+01      -2.373040383956e+01      -2.203829394063e+03       3.131099310824e+01      -2.213281945790e+01      -3.576779388809e+01       2.806183121830e+01      -2.820834466823e+01       3.373355400604e+00 
       3.339036058188e+00       3.264096960738e+00      -2.121069747809e+01      -2.222787498710e+03       2.145668435709e+01      -1.507373148095e+01      -2.401509310467e+01       1.888421221595e+01      -1.858773985254e+01       1.902442568528e+00 
       4.203597344550e+00       8.909363410449e-03      -1.883127009184e+01      -2.235789393192e+03       1.444825748850e+01      -1.009328749556e+01      -1.587579646148e+01       1.250815259067e+01      -1.210384882757e+01       1.065702170931e+00 
       5.292015518004e+00      -1.472910150741e-06      -1.661565160716e+01      -2.244550946183e+03       9.574101782269e+00      -6.654142906418e+00      -1.034654097394e+01       8.165300112759e+00      -7.800825492036e+00       5.932984936580e-01 
       6.662252815225e+00      -1.076816704068e-08      -1.457967556072e+01      -2.250360683837e+03       6.252005963979e+00      -4.325002673464e+00      -6.655485484125e+00       5.259891345876e+00      -4.985145782495e+00       3.284758251901e-01 
       8.387279368884e+00      -7.584291605111e-11      -1.272747473783e+01      -2.254157111579e+03       4.028361241547e+00      -2.774818971729e+00      -4.229890416644e+00       3.347060976624e+00      -3.164835411648e+00       1.809245663536e-01 
       1.055895913330e+01      -1.272532148509e-12      -1.105814506174e+01      -2.256604816327e+03       2.563771122891e+00      -1.759042917089e+00      -2.658523563476e+00       2.105932539393e+00      -2.000591226463e+00       9.918304067197e-02 
       1.329294197501e+01       1.018025718807e-12      -9.565678506960e+00      -2.258163599100e+03       1.613190205716e+00      -1.102829479479e+00      -1.653729028704e+00       1.311240240773e+00      -1.262672593263e+00       5.413408502311e-02 
       1.673482244985e+01       1.018025718807e-12      -8.240829975472e+00      -2.259145073786e+03       1.004381020310e+00      -6.843371526103e-01      -1.018843338687e+00       8.085297941449e-01      -7.983690336948e-01       2.942564438987e-02 
       2.106789324398e+01       1.018025718807e-12      -7.072225276604e+00      -2.259756609539e+03       6.191716977548e-01      -4.205795299700e-01      -6.220601129691e-01       4.940416138168e-01      -5.077589553970e-01       1.593350164753e-02 
       2.652290617781e+01       1.018025718807e-12      -6.047116903071e+00      -2.260133979372e+03       3.781289243637e-01      -2.561298985877e-01      -3.765689234202e-01       2.993057431071e-01      -3.263661978189e-01       8.596144812028e-03 
       3.339036058188e+01       1.018025718807e-12      -5.152232175472e+00      -2.260364769168e+03       2.288235025303e-01      -1.546089239926e-01      -2.260801702018e-01       1.798557943593e-01      -2.131131431734e-01       4.621160894171e-03 
       4.203597344550e+01       1.018025718807e-12      -4.373986230142e+00      -2.260499605878e+03       1.371808230942e-01      -9.249301908925e-02      -1.345915153472e-01       1.072165933222e-01      -1.421063855992e-01       2.475331981292e-03 
       5.292015518004e+01       1.018025718807e-12      -3.699385211255e+00      -2.259321898562e+03       8.137658199410e-02      -5.478119671139e-02      -7.934675690495e-02       6.337657718151e-02      -9.719620238695e-02       1.320948905155e-03 
       6.662252815225e+01       1.018025718807e-12      -3.115873405946e+00      -2.799000632316e-07       4.757512170418e-02      -3.199428545817e-02      -2.799000632316e-07       2.799000632316e-07      -6.838097490706e-02       7.019993386752e-04 
       8.387279368884e+01       1.018025718807e-12      -2.611360874388e+00      -2.799000632316e-07       2.698045427988e-02      -1.808268170301e-02      -2.799000632316e-07       2.799000632316e-07      -4.950287070733e-02       3.712118555667e-04 
       1.055895913330e+02       1.018025718807e-12      -2.175675845449e+00      -2.799000632316e-07       4.970828705112e-16      -2.798327788008e-07      -2.799000632316e-07       2.799000632316e-07      -2.798327788008e-07       1.951425483719e-04 
